Date,Region,Product,Category,Campaign,Marketing_Channel,Quarter,Spend,Impressions,Clicks,Conversions,Conversion Rate,Revenue,CTR,CPC,ROI
3/13/2023,South,Wireless Earbuds,Electronics,Brand Awareness Campaign,Email,Q1,2650,81000,4050,202,5%,30375,0.05,0.65,10.46
3/20/2023,North,Laptop Stand,Electronics,New Product Launch,Social Media,Q1,3450,104000,4160,208,5%,31200,0.04,0.83,8.04
3/27/2023,South,Sneakers,Fashion,Retargeting Campaign,Email,Q2,2850,86000,4300,215,5%,32250,0.05,0.66,10.32
4/3/2023,South,Hoodie,Fashion,Email Promotion,Search Engine,Q2,4150,128000,5120,256,5%,38400,0.04,0.81,8.25
4/10/2023,East,Resistance Bands,Health & Fitness,Summer Sale Campaign,Direct Mail,Q2,5900,62000,1860,93,5%,23250,0.03,3.17,2.94
4/17/2023,East,Fitness Tracker,Electronics,New Product Launch,Email,Q2,3050,92000,4600,230,5%,34500,0.05,0.66,10.31
4/24/2023,North,Hoodie,Fashion,Email Promotion,Social Media,Q2,3750,113000,4520,226,5%,33900,0.04,0.83,8.04
5/1/2023,South,Sports Jacket,Fashion,Retargeting Campaign,Email,Q2,3250,98000,4900,245,5%,36750,0.05,0.66,10.31
5/8/2023,South,Sneakers,Fashion,New Product Launch,Search Engine,Q2,4250,131000,5240,262,5%,39300,0.04,0.81,8.25
5/15/2023,West,Fitness Tracker,Electronics,Summer Sale Campaign,Direct Mail,Q2,6000,63000,1890,94,5%,23625,0.03,3.17,2.94
5/22/2023,North,Yoga Pants,Fashion,Retargeting Campaign,Email,Q2,3350,101000,5050,252,5%,37875,0.05,0.66,10.31
5/29/2023,South,Fitness Tracker,Electronics,Loyalty Program Campaign,Social Media,Q2,3850,117000,4680,234,5%,35100,0.04,0.82,8.12
6/5/2023,West,Smart Watch,Electronics,Retargeting Campaign,Email,Q2,3450,104000,5200,260,5%,39000,0.05,0.66,10.3
6/12/2023,North,Running Shoes,Fashion,Brand Awareness Campaign,Search Engine,Q2,4350,134000,5360,268,5%,40200,0.04,0.81,8.24
6/19/2023,North,Laptop Stand,Electronics,Brand Awareness Campaign,Direct Mail,Q2,6100,64000,1920,96,5%,24000,0.03,3.18,2.93
6/26/2023,South,Protein Powder,Health & Fitness,Social Media Boost Campaign,Email,Q2,3550,107000,5350,268,5%,40125,0.05,0.66,10.3
7/3/2023,South,Gaming Mouse,Electronics,Brand Awareness Campaign,Social Media,Q3,3950,120000,4800,240,5%,36000,0.04,0.82,8.11
7/10/2023,West,Laptop Stand,Electronics,Loyalty Program Campaign,Email,Q3,3650,110000,5500,275,5%,41250,0.05,0.66,10.3
7/17/2023,North,Protein Powder,Health & Fitness,Social Media Boost Campaign,Search Engine,Q3,4450,137000,5480,274,5%,41100,0.04,0.81,8.24
7/24/2023,North,Smart Watch,Electronics,Email Promotion,Direct Mail,Q3,6200,65000,1950,98,5%,24375,0.03,3.18,2.93
7/31/2023,South,Yoga Mat,Health & Fitness,Summer Sale Campaign,Email,Q3,3750,113000,5650,282,5%,42375,0.05,0.66,10.3
8/7/2023,North,Resistance Bands,Health & Fitness,Email Promotion,Social Media,Q3,4050,123000,4920,246,5%,36900,0.04,0.82,8.11
8/14/2023,North,Fitness Tracker,Electronics,Summer Sale Campaign,Email,Q3,3850,116000,5800,290,5%,43500,0.05,0.66,10.3
8/21/2023,West,Sports Jacket,Fashion,Email Promotion,Search Engine,Q3,4550,140000,5600,280,5%,42000,0.04,0.81,8.23
8/28/2023,South,Smart Watch,Electronics,New Product Launch,Direct Mail,Q3,6300,66000,1980,99,5%,24750,0.03,3.18,2.93
9/4/2023,South,Wireless Earbuds,Electronics,Brand Awareness Campaign,Email,Q3,3950,119000,5950,298,5%,44625,0.05,0.66,10.3
9/11/2023,South,Yoga Pants,Fashion,Brand Awareness Campaign,Social Media,Q3,4150,126000,5040,252,5%,37800,0.04,0.82,8.11
9/18/2023,North,Hoodie,Fashion,Retargeting Campaign,Email,Q3,4050,122000,6100,305,5%,45750,0.05,0.66,10.3
9/25/2023,North,Wireless Earbuds,Electronics,Summer Sale Campaign,Search Engine,Q4,4650,143000,5720,286,5%,42900,0.04,0.81,8.23
10/2/2023,South,Mechanical Keyboard,Electronics,Email Promotion,Direct Mail,Q4,6400,67000,2010,100,5%,25125,0.03,3.18,2.93
10/9/2023,West,Laptop Stand,Electronics,New Product Launch,Email,Q4,4150,125000,6250,312,5%,46875,0.05,0.66,10.3
10/16/2023,South,Fitness Tracker,Electronics,Search Engine Ads Campaign,Social Media,Q4,4250,129000,5160,258,5%,38700,0.04,0.82,8.11
10/23/2023,South,Wireless Earbuds,Electronics,Brand Awareness Campaign,Email,Q4,4250,128000,6400,320,5%,48000,0.05,0.66,10.29
10/30/2023,West,Resistance Bands,Health & Fitness,Search Engine Ads Campaign,Search Engine,Q4,4750,146000,5840,292,5%,43800,0.04,0.81,8.22
11/6/2023,South,Laptop Stand,Electronics,Search Engine Ads Campaign,Direct Mail,Q4,6500,68000,2040,102,5%,25500,0.03,3.19,2.92
11/13/2023,East,Sports Jacket,Fashion,Email Promotion,Email,Q4,4350,131000,6550,328,5%,49125,0.05,0.66,10.29
11/20/2023,North,Bluetooth Speaker,Electronics,Retargeting Campaign,Social Media,Q4,4350,132000,5280,264,5%,39600,0.04,0.82,8.1
11/27/2023,South,Yoga Mat,Health & Fitness,Social Media Boost Campaign,Email,Q4,4450,134000,6700,335,5%,50250,0.05,0.66,10.29
12/4/2023,South,Running Shoes,Fashion,Summer Sale Campaign,Search Engine,Q4,4850,149000,5960,298,5%,44700,0.04,0.81,8.22
12/11/2023,South,Gym Gloves,Health & Fitness,New Product Launch,Direct Mail,Q4,6600,69000,2070,104,5%,25875,0.03,3.19,2.92
12/18/2023,West,Power Bank,Electronics,Retargeting Campaign,Email,Q4,4550,137000,6850,342,5%,51375,0.05,0.66,10.29
12/25/2023,East,Gaming Mouse,Electronics,Retargeting Campaign,Social Media,Q4,4450,135000,5400,270,5%,40500,0.04,0.82,8.1
1/1/2024,West,Protein Powder,Health & Fitness,Cart Abandonment Campaign,Email,Q1,4650,140000,7000,350,5%,52500,0.05,0.66,10.29
1/8/2024,North,Resistance Bands,Health & Fitness,Retargeting Campaign,Search Engine,Q1,4950,152000,6080,304,5%,45600,0.04,0.81,8.21
1/15/2024,South,Sports Jacket,Fashion,Summer Sale Campaign,Direct Mail,Q1,6700,70000,2100,105,5%,26250,0.03,3.19,2.92
1/22/2024,North,Denim Jeans,Fashion,Summer Sale Campaign,Email,Q1,4750,143000,7150,358,5%,53625,0.05,0.66,10.29
1/29/2024,South,Running Shoes,Fashion,Flash Sale Campaign,Social Media,Q1,4550,138000,5520,276,5%,41400,0.04,0.82,8.1
2/5/2024,West,Casual T-Shirt,Fashion,Social Media Boost Campaign,Email,Q1,4850,146000,7300,365,5%,54750,0.05,0.66,10.29
2/12/2024,North,Running Shoes,Fashion,New Product Launch,Search Engine,Q1,5050,155000,6200,310,5%,46500,0.04,0.81,8.21
2/19/2024,East,Wireless Earbuds,Electronics,Summer Sale Campaign,Direct Mail,Q1,6800,71000,2130,106,5%,26625,0.03,3.19,2.92
2/26/2024,North,Gym Gloves,Health & Fitness,Retargeting Campaign,Email,Q1,4950,149000,7450,372,5%,55875,0.05,0.66,10.29
3/4/2024,East,Smart Watch,Electronics,Retargeting Campaign,Social Media,Q1,4650,141000,5640,282,5%,42300,0.04,0.82,8.1
3/11/2024,North,Mechanical Keyboard,Electronics,Summer Sale Campaign,Email,Q1,5050,152000,7600,380,5%,57000,0.05,0.66,10.29
3/18/2024,South,Multivitamins,Health & Fitness,Email Promotion,Search Engine,Q2,5150,158000,6320,316,5%,47400,0.04,0.81,8.2
3/25/2024,North,Wireless Earbuds,Electronics,Summer Sale Campaign,Direct Mail,Q2,6900,72000,2160,108,5%,27000,0.03,3.19,2.91
4/1/2024,West,Smart Watch,Electronics,Summer Sale Campaign,Email,Q2,5150,155000,7750,388,5%,58125,0.05,0.66,10.29
4/8/2024,West,Running Shoes,Fashion,Cart Abandonment Campaign,Social Media,Q2,4750,144000,5760,288,5%,43200,0.04,0.82,8.09
4/15/2024,West,Multivitamins,Health & Fitness,Summer Sale Campaign,Email,Q2,5250,158000,7900,395,5%,59250,0.05,0.66,10.29
4/22/2024,South,Power Bank,Electronics,Email Promotion,Search Engine,Q2,5250,161000,6440,322,5%,48300,0.04,0.82,8.2
4/29/2024,West,Laptop Stand,Electronics,Search Engine Ads Campaign,Direct Mail,Q2,7000,73000,2190,110,5%,27375,0.03,3.2,2.91
5/6/2024,South,Yoga Mat,Health & Fitness,Loyalty Program Campaign,Email,Q2,5350,161000,8050,402,5%,60375,0.05,0.66,10.28
5/13/2024,South,Wireless Earbuds,Electronics,Email Promotion,Social Media,Q2,4850,147000,5880,294,5%,44100,0.04,0.82,8.09
5/20/2024,West,Gym Gloves,Health & Fitness,Summer Sale Campaign,Email,Q2,5450,164000,8200,410,5%,61500,0.05,0.66,10.28
5/27/2024,North,Fitness Tracker,Electronics,Search Engine Ads Campaign,Search Engine,Q2,5350,164000,6560,328,5%,49200,0.04,0.82,8.2
6/3/2024,West,Fitness Tracker,Electronics,New Product Launch,Direct Mail,Q2,7100,74000,2220,111,5%,27750,0.03,3.2,2.91
6/10/2024,East,Gym Gloves,Health & Fitness,Social Media Boost Campaign,Email,Q2,5550,167000,8350,418,5%,62625,0.05,0.66,10.28
6/17/2024,South,Wireless Earbuds,Electronics,Seasonal Discount Campaign,Social Media,Q2,4950,150000,6000,300,5%,45000,0.04,0.82,8.09
6/24/2024,North,Running Shoes,Fashion,Loyalty Program Campaign,Email,Q2,5650,170000,8500,425,5%,63750,0.05,0.66,10.28
7/1/2024,South,Sports Jacket,Fashion,Cart Abandonment Campaign,Search Engine,Q3,5450,167000,6680,334,5%,50100,0.04,0.82,8.19
7/8/2024,West,Power Bank,Electronics,Summer Sale Campaign,Direct Mail,Q3,7200,75000,2250,112,5%,28125,0.03,3.2,2.91
7/15/2024,East,Sports Jacket,Fashion,Retargeting Campaign,Email,Q3,5750,173000,8650,432,5%,64875,0.05,0.66,10.28
7/22/2024,North,Sneakers,Fashion,Summer Sale Campaign,Social Media,Q3,5050,153000,6120,306,5%,45900,0.04,0.82,8.09
7/29/2024,South,Casual T-Shirt,Fashion,New Product Launch,Email,Q3,5850,176000,8800,440,5%,66000,0.05,0.66,10.28
8/5/2024,West,Gaming Mouse,Electronics,Summer Sale Campaign,Search Engine,Q3,5550,170000,6800,340,5%,51000,0.04,0.82,8.19
8/12/2024,West,Fitness Tracker,Electronics,Summer Sale Campaign,Direct Mail,Q3,7300,76000,2280,114,5%,28500,0.03,3.2,2.9
8/19/2024,West,Gym Gloves,Health & Fitness,Brand Awareness Campaign,Email,Q3,5950,179000,8950,448,5%,67125,0.05,0.66,10.28
8/26/2024,West,Fitness Tracker,Electronics,Search Engine Ads Campaign,Social Media,Q3,5150,156000,6240,312,5%,46800,0.04,0.82,8.09
9/2/2024,North,Yoga Pants,Fashion,Loyalty Program Campaign,Email,Q3,6050,182000,9100,455,5%,68250,0.05,0.66,10.28
9/9/2024,South,Sports Jacket,Fashion,Summer Sale Campaign,Search Engine,Q4,5650,173000,6920,346,5%,51900,0.04,0.82,8.19
9/16/2024,South,Protein Powder,Health & Fitness,Brand Awareness Campaign,Direct Mail,Q4,7400,77000,2310,116,5%,28875,0.03,3.2,2.9
9/23/2024,West,Gaming Mouse,Electronics,Search Engine Ads Campaign,Email,Q4,6150,185000,9250,462,5%,69375,0.05,0.66,10.28
9/30/2024,South,Fitness Tracker,Electronics,New Product Launch,Social Media,Q4,5250,159000,6360,318,5%,47700,0.04,0.82,8.09
10/7/2024,North,Gaming Mouse,Electronics,Retargeting Campaign,Email,Q4,6250,188000,9400,470,5%,70500,0.05,0.66,10.28
10/14/2024,East,Gaming Mouse,Electronics,Social Media Boost Campaign,Search Engine,Q4,5750,176000,7040,352,5%,52800,0.04,0.82,8.18
10/21/2024,East,Protein Powder,Health & Fitness,Summer Sale Campaign,Direct Mail,Q4,7500,78000,2340,117,5%,29250,0.03,3.21,2.9
10/28/2024,North,Fitness Tracker,Electronics,Summer Sale Campaign,Email,Q4,6350,191000,9550,478,5%,71625,0.05,0.66,10.28
11/4/2024,West,Gaming Mouse,Electronics,Loyalty Program Campaign,Social Media,Q4,5350,162000,6480,324,5%,48600,0.04,0.82,8.09
11/11/2024,South,Yoga Pants,Fashion,New Product Launch,Email,Q4,6450,194000,9700,485,5%,72750,0.05,0.66,10.28
11/18/2024,West,Hoodie,Fashion,New Product Launch,Search Engine,Q4,5850,179000,7160,358,5%,53700,0.04,0.82,8.18
11/25/2024,North,Sports Jacket,Fashion,Summer Sale Campaign,Direct Mail,Q4,7600,79000,2370,118,5%,29625,0.03,3.21,2.9
12/2/2024,East,Smart Watch,Electronics,New Product Launch,Email,Q4,6550,197000,9850,492,5%,73875,0.05,0.66,10.28
12/9/2024,South,Yoga Pants,Fashion,New Product Launch,Social Media,Q4,5450,165000,6600,330,5%,49500,0.04,0.82,8.09
12/16/2024,South,Power Bank,Electronics,Retargeting Campaign,Email,Q4,6650,200000,10000,500,5%,75000,0.05,0.67,10.28
12/23/2024,North,Sneakers,Fashion,New Product Launch,Search Engine,Q4,5950,182000,7280,364,5%,54600,0.04,0.82,8.18
12/30/2024,North,Gaming Mouse,Electronics,Summer Sale Campaign,Direct Mail,Q4,7700,80000,2400,120,5%,30000,0.03,3.21,2.9
9/6/2023,West,Yoga Mat,Health & Fitness,Search Engine Ads Campaign,Email,Q3,2350,75000,3750,188,5%,28125,0.05,0.63,10.97
9/19/2023,North,Sneakers,Fashion,New Product Launch,Search Engine,Q3,3750,117000,4680,234,5%,35100,0.04,0.8,8.36
3/23/2023,South,Mechanical Keyboard,Electronics,Summer Sale Campaign,Search Engine,Q2,3750,118000,4720,236,5%,35400,0.04,0.79,8.44
8/20/2023,South,Power Bank,Electronics,Summer Sale Campaign,Social Media,Q3,3283.84,5414,643,4,1%,19911.6,0.1188,5.11,5.0635
5/1/2023,North,Bluetooth Speaker,Electronics,Cart Abandonment Campaign,Email,Q2,3250,98000,4900,245,5%,36750,0.05,0.66,10.31
7/13/2024,South,Casual T-Shirt,Fashion,Email Promotion,Email,Q3,5550,167000,8350,418,5%,62625,0.05,0.66,10.28
12/3/2023,East,Sports Jacket,Fashion,Summer Sale Campaign,Email,Q4,2250,73000,3650,182,5%,27375,0.05,0.62,11.17
11/25/2024,South,Hoodie,Fashion,Seasonal Discount Campaign,Direct Mail,Q4,7600,79000,2370,118,5%,29625,0.03,3.21,2.9
5/17/2024,North,Hoodie,Fashion,Email Promotion,Email,Q2,4850,146000,7300,365,5%,54750,0.05,0.66,10.29
10/5/2023,South,Gaming Mouse,Electronics,Retargeting Campaign,Social Media,Q4,3650,111000,4440,222,5%,33300,0.04,0.82,8.12
11/19/2023,East,Mechanical Keyboard,Electronics,Search Engine Ads Campaign,Social Media,Q3,688.4,4477,205,38,19%,17378.22,0.0458,3.36,24.2444
1/29/2024,North,Resistance Bands,Health & Fitness,Retargeting Campaign,Search Engine,Q1,3100,98000,3920,196,5%,29400,0.04,0.79,8.48
5/24/2024,East,Wireless Earbuds,Electronics,Brand Awareness Campaign,Search Engine,Q2,5150,158000,6320,316,5%,47400,0.04,0.81,8.2
8/26/2023,North,Yoga Pants,Fashion,Email Promotion,Direct Mail,Q3,6200,65000,1950,98,5%,24375,0.03,3.18,2.93
12/13/2024,North,Hoodie,Fashion,New Product Launch,Email,Q4,6050,182000,9100,455,5%,68250,0.05,0.66,10.28
7/31/2024,South,Yoga Pants,Fashion,Social Media Boost Campaign,Email,Q3,2150,73000,3650,182,5%,27375,0.05,0.59,11.73
11/1/2023,South,Sports Jacket,Fashion,Retargeting Campaign,Direct Mail,Q4,5900,62000,1860,93,5%,23250,0.03,3.17,2.94
6/26/2024,South,Gaming Mouse,Electronics,Summer Sale Campaign,Email,Q2,2550,79000,3950,198,5%,29625,0.05,0.65,10.62
10/29/2023,East,Power Bank,Electronics,Summer Sale Campaign,Direct Mail,Q1,1957.63,6396,191,17,9%,4503.55,0.0299,10.25,1.3005
2/22/2024,West,Hoodie,Fashion,Email Promotion,Email,Q1,2250,74000,3700,185,5%,27750,0.05,0.61,11.33
12/10/2024,South,Yoga Pants,Fashion,Summer Sale Campaign,Email,Q4,2400,77000,3850,192,5%,28875,0.05,0.62,11.03
3/23/2024,West,Power Bank,Electronics,Retargeting Campaign,Direct Mail,Q2,6800,71000,2130,106,5%,26625,0.03,3.19,2.92
5/10/2024,North,Denim Jeans,Fashion,Social Media Boost Campaign,Social Media,Q2,4650,141000,5640,282,5%,42300,0.04,0.82,8.1
1/21/2023,North,Wireless Earbuds,Electronics,Social Media Boost Campaign,Social Media,Q1,2950,90000,3600,180,5%,27000,0.04,0.82,8.15
2/11/2024,South,Wireless Earbuds,Electronics,Social Media Boost Campaign,Direct Mail,Q2,3091.34,4665,150,37,25%,18223.16,0.0322,20.61,4.8949
2/28/2023,South,Fitness Tracker,Electronics,Loyalty Program Campaign,Direct Mail,Q1,5600,59000,1770,88,5%,22125,0.03,3.16,2.95
6/25/2024,East,Power Bank,Electronics,Search Engine Ads Campaign,Search Engine,Q3,3800,118000,4720,236,5%,35400,0.04,0.81,8.32
8/19/2024,South,Running Shoes,Fashion,Brand Awareness Campaign,Email,Q3,5950,179000,8950,448,5%,67125,0.05,0.66,10.28
12/2/2024,West,Yoga Pants,Fashion,Summer Sale Campaign,Email,Q4,6550,197000,9850,492,5%,73875,0.05,0.66,10.28
12/10/2023,South,Casual T-Shirt,Fashion,New Product Launch,Direct Mail,Q4,5500,57000,1710,86,5%,21375,0.03,3.22,2.89
12/15/2023,West,Bluetooth Speaker,Electronics,Retargeting Campaign,Email,Q4,3950,119000,5950,298,5%,44625,0.05,0.66,10.3
2/11/2024,West,Sports Jacket,Fashion,Loyalty Program Campaign,Direct Mail,Q2,3091.34,4665,150,37,25%,18223.16,0.0322,20.61,4.8949
6/9/2024,South,Laptop Stand,Electronics,Social Media Boost Campaign,Email,Q1,1532.29,8742,635,20,3%,5409.03,0.0726,2.41,2.53
2/3/2023,North,Casual T-Shirt,Fashion,New Product Launch,Email,Q1,2050,70000,3500,175,5%,26250,0.05,0.59,11.8
7/19/2023,South,Multivitamins,Health & Fitness,Retargeting Campaign,Direct Mail,Q3,5500,59000,1770,88,5%,22125,0.03,3.11,3.02
8/26/2024,South,Mechanical Keyboard,Electronics,Summer Sale Campaign,Social Media,Q3,5150,156000,6240,312,5%,46800,0.04,0.82,8.09
6/2/2024,South,Multivitamins,Health & Fitness,Social Media Boost Campaign,Email,Q2,1203.33,5425,764,36,5%,2873.42,0.1408,1.58,1.3879
7/28/2024,East,Resistance Bands,Health & Fitness,Email Promotion,Email,Q3,1700,64000,3200,160,5%,24000,0.05,0.53,13.12
3/6/2023,South,Running Shoes,Fashion,Summer Sale Campaign,Direct Mail,Q1,5600,60000,1800,90,5%,22500,0.03,3.11,3.02
8/22/2024,North,Wireless Earbuds,Electronics,Summer Sale Campaign,Direct Mail,Q3,5800,62000,1860,93,5%,23250,0.03,3.12,3.01
5/24/2023,North,Laptop Stand,Electronics,Influencer Marketing Campaign,Email,Q2,2250,74000,3700,185,5%,27750,0.05,0.61,11.33
9/2/2024,South,Fitness Tracker,Electronics,Brand Awareness Campaign,Email,Q3,2400,76000,3800,190,5%,28500,0.05,0.63,10.88
7/31/2023,North,Multivitamins,Health & Fitness,Search Engine Ads Campaign,Direct Mail,Q3,5700,59000,1770,88,5%,22125,0.03,3.22,2.88
8/12/2023,North,Fitness Tracker,Electronics,New Product Launch,Email,Q3,3550,107000,5350,268,5%,40125,0.05,0.66,10.3
10/30/2023,South,Casual T-Shirt,Fashion,Email Promotion,Email,Q4,2150,71000,3550,178,5%,26625,0.05,0.61,11.38
4/17/2023,North,Sports Jacket,Fashion,Summer Sale Campaign,Search Engine,Q2,3700,115000,4600,230,5%,34500,0.04,0.8,8.32
3/5/2023,North,Yoga Mat,Health & Fitness,Loyalty Program Campaign,Social Media,Q1,2950,88000,3520,176,5%,26400,0.04,0.84,7.95
11/30/2023,North,Yoga Pants,Fashion,Email Promotion,Email,Q4,2850,86000,4300,215,5%,32250,0.05,0.66,10.32
1/17/2024,South,Sneakers,Fashion,Retargeting Campaign,Social Media,Q1,2350,75000,3750,188,5%,28125,0.05,0.63,10.97
8/15/2023,South,Gym Gloves,Health & Fitness,Retargeting Campaign,Search Engine,Q3,2850,91000,3640,182,5%,27300,0.04,0.78,8.58
5/20/2024,North,Bluetooth Speaker,Electronics,Retargeting Campaign,Social Media,Q2,3000,91000,3640,182,5%,27300,0.04,0.82,8.1
9/2/2024,East,Gym Gloves,Health & Fitness,Summer Sale Campaign,Email,Q3,6050,182000,9100,455,5%,68250,0.05,0.66,10.28
2/8/2024,South,Wireless Earbuds,Electronics,Email Promotion,Email,Q1,2050,71000,3550,178,5%,26625,0.05,0.58,11.99
5/8/2023,West,Bluetooth Speaker,Electronics,Email Promotion,Direct Mail,Q2,5600,60000,1800,90,5%,22500,0.03,3.11,3.02
12/21/2023,North,Bluetooth Speaker,Electronics,Brand Awareness Campaign,Email,Q4,2750,84000,4200,210,5%,31500,0.05,0.65,10.45
11/7/2023,East,Smart Watch,Electronics,Summer Sale Campaign,Email,Q4,2450,77000,3850,192,5%,28875,0.05,0.64,10.79
2/16/2024,North,Resistance Bands,Health & Fitness,Social Media Boost Campaign,Direct Mail,Q1,6700,70000,2100,105,5%,26250,0.03,3.19,2.92
2/26/2024,North,Gym Gloves,Health & Fitness,Email Promotion,Direct Mail,Q1,5500,59000,1770,88,5%,22125,0.03,3.11,3.02
1/24/2024,South,Smart Watch,Electronics,Influencer Marketing Campaign,Direct Mail,Q1,4900,53000,1590,80,5%,19875,0.03,3.08,3.06
1/10/2023,East,Sneakers,Fashion,Retargeting Campaign,Email,Q1,1650,62000,3100,155,5%,23250,0.05,0.53,13.09
1/17/2023,South,Bluetooth Speaker,Electronics,Retargeting Campaign,Search Engine,Q1,3250,102000,4080,204,5%,30600,0.04,0.8,8.42
1/24/2023,East,Hoodie,Fashion,Search Engine Ads Campaign,Social Media,Q1,2650,82000,3280,164,5%,24600,0.04,0.81,8.28
1/31/2023,East,Running Shoes,Fashion,Email Promotion,Direct Mail,Q1,5400,58000,1740,87,5%,21750,0.03,3.1,3.03
2/7/2023,South,Power Bank,Electronics,Email Promotion,Social Media,Q1,3050,94000,3760,188,5%,28200,0.04,0.81,8.25
2/14/2023,East,Bluetooth Speaker,Electronics,Summer Sale Campaign,Email,Q1,2350,75000,3750,188,5%,28125,0.05,0.63,10.97
2/21/2023,South,Wireless Earbuds,Electronics,Brand Awareness Campaign,Search Engine,Q1,3750,117000,4680,234,5%,35100,0.04,0.8,8.36
2/28/2023,South,Gaming Mouse,Electronics,Retargeting Campaign,Email,Q1,2550,79000,3950,198,5%,29625,0.05,0.65,10.62
3/7/2023,West,Resistance Bands,Health & Fitness,Search Engine Ads Campaign,Direct Mail,Q1,5800,61000,1830,92,5%,22875,0.03,3.17,2.94
3/14/2023,West,Mechanical Keyboard,Electronics,Brand Awareness Campaign,Social Media,Q1,3350,102000,4080,204,5%,30600,0.04,0.82,8.13
3/21/2023,South,Running Shoes,Fashion,Summer Sale Campaign,Email,Q1,2750,84000,4200,210,5%,31500,0.05,0.65,10.45
3/28/2023,South,Gym Gloves,Health & Fitness,Loyalty Program Campaign,Search Engine,Q2,4050,125000,5000,250,5%,37500,0.04,0.81,8.26
4/4/2023,South,Laptop Stand,Electronics,Social Media Boost Campaign,Email,Q2,2950,89000,4450,222,5%,33375,0.05,0.66,10.31
4/11/2023,South,Hoodie,Fashion,Summer Sale Campaign,Direct Mail,Q2,6000,63000,1890,94,5%,23625,0.03,3.17,2.94
4/18/2023,West,Gym Gloves,Health & Fitness,Email Promotion,Social Media,Q2,3650,110000,4400,220,5%,33000,0.04,0.83,8.04
4/25/2023,South,Mechanical Keyboard,Electronics,Social Media Boost Campaign,Email,Q2,3150,95000,4750,238,5%,35625,0.05,0.66,10.31
5/2/2023,West,Gaming Mouse,Electronics,New Product Launch,Search Engine,Q2,4250,131000,5240,262,5%,39300,0.04,0.81,8.25
5/9/2023,East,Laptop Stand,Electronics,Email Promotion,Email,Q2,3350,101000,5050,252,5%,37875,0.05,0.66,10.31
5/16/2023,North,Wireless Earbuds,Electronics,New Product Launch,Direct Mail,Q2,6100,64000,1920,96,5%,24000,0.03,3.18,2.93
5/23/2023,South,Smart Watch,Electronics,Loyalty Program Campaign,Social Media,Q2,3850,117000,4680,234,5%,35100,0.04,0.82,8.12
5/30/2023,North,Smart Watch,Electronics,Email Promotion,Email,Q2,3450,104000,5200,260,5%,39000,0.05,0.66,10.3
6/6/2023,West,Denim Jeans,Fashion,Brand Awareness Campaign,Search Engine,Q2,4350,134000,5360,268,5%,40200,0.04,0.81,8.24
6/13/2023,West,Power Bank,Electronics,Brand Awareness Campaign,Email,Q2,3550,107000,5350,268,5%,40125,0.05,0.66,10.3
6/20/2023,North,Yoga Pants,Fashion,Email Promotion,Direct Mail,Q2,6200,65000,1950,98,5%,24375,0.03,3.18,2.93
6/27/2023,North,Gym Gloves,Health & Fitness,Flash Sale Campaign,Social Media,Q3,3950,120000,4800,240,5%,36000,0.04,0.82,8.11
7/4/2023,North,Fitness Tracker,Electronics,Retargeting Campaign,Email,Q3,3650,110000,5500,275,5%,41250,0.05,0.66,10.3
7/11/2023,North,Fitness Tracker,Electronics,Brand Awareness Campaign,Search Engine,Q3,4450,137000,5480,274,5%,41100,0.04,0.81,8.24
7/18/2023,East,Fitness Tracker,Electronics,Summer Sale Campaign,Email,Q3,3750,113000,5650,282,5%,42375,0.05,0.66,10.3
7/25/2023,North,Hoodie,Fashion,Brand Awareness Campaign,Direct Mail,Q3,6300,66000,1980,99,5%,24750,0.03,3.18,2.93
8/1/2023,West,Yoga Mat,Health & Fitness,Flash Sale Campaign,Social Media,Q3,4050,123000,4920,246,5%,36900,0.04,0.82,8.11
8/8/2023,West,Power Bank,Electronics,Retargeting Campaign,Email,Q3,3850,116000,5800,290,5%,43500,0.05,0.66,10.3
8/15/2023,South,Hoodie,Fashion,Loyalty Program Campaign,Search Engine,Q3,4550,140000,5600,280,5%,42000,0.04,0.81,8.23
8/22/2023,South,Bluetooth Speaker,Electronics,Search Engine Ads Campaign,Email,Q3,3950,119000,5950,298,5%,44625,0.05,0.66,10.3
8/29/2023,South,Bluetooth Speaker,Electronics,Search Engine Ads Campaign,Direct Mail,Q3,6400,67000,2010,100,5%,25125,0.03,3.18,2.93
9/5/2023,West,Smart Watch,Electronics,Retargeting Campaign,Social Media,Q3,4150,126000,5040,252,5%,37800,0.04,0.82,8.11
9/12/2023,West,Wireless Earbuds,Electronics,Email Promotion,Email,Q3,4050,122000,6100,305,5%,45750,0.05,0.66,10.3
9/19/2023,North,Smart Watch,Electronics,Retargeting Campaign,Search Engine,Q4,4650,143000,5720,286,5%,42900,0.04,0.81,8.23
9/26/2023,North,Gaming Mouse,Electronics,Email Promotion,Email,Q4,4150,125000,6250,312,5%,46875,0.05,0.66,10.3
10/3/2023,West,Sports Jacket,Fashion,Summer Sale Campaign,Direct Mail,Q4,6500,68000,2040,102,5%,25500,0.03,3.19,2.92
10/10/2023,West,Yoga Mat,Health & Fitness,Influencer Marketing Campaign,Social Media,Q4,4250,129000,5160,258,5%,38700,0.04,0.82,8.11
10/17/2023,West,Resistance Bands,Health & Fitness,Email Promotion,Email,Q4,4250,128000,6400,320,5%,48000,0.05,0.66,10.29
10/24/2023,West,Mechanical Keyboard,Electronics,Social Media Boost Campaign,Search Engine,Q4,4750,146000,5840,292,5%,43800,0.04,0.81,8.22
